Pipeline,Sequence,ParseSequence,Parent,Depth,Activity,ActivityType,Role,IntegrationRuntime,Dataset,DataFlow,LinkedPipeline,SourceTable,SinkTable,SourceSQL,SinkSQL,SQL,Tables,Columns,StoredProcedure,FilePath,Parameters,Dependencies,DependencyConditions,ValuesInfo,Description,Timeout,RetryCount,RetryInterval,SecureInput,SecureOutput,UserProperties,State,ExecutionStage,HasDependsOn,DependsOnCount,CycleFlag,Triggers
PL_Process_BOM_Templates,9,9,Switch1→CASE[Multi_Brand],1,delete from Template if Exists in SAP BOM,Script,SQL Script,AutoResolveIR,,,,,,,,"IF OBJECT_ID('tempdb..#BOM_Template') IS NOT NULL DROP TABLE #BOM_TEMPLATE;


SELECT
		*
INTO
		#BOM_TEMPLATE
FROM 
		[dr].[ERP_Multi_Brand_BOM_Template];

TRUNCATE TABLE [dr].[ERP_Multi_Brand_BOM_Template];

DELETE
		T 
FROM 
		#BOM_TEMPLATE T
WHERE EXISTS (
    SELECT 1
    FROM [dr].[BOM_CAA_Mapping] B
    WHERE B.MaterialKey = T.[SAP Material Number]
);

INSERT INTO [dr].[ERP_Multi_Brand_BOM_Template]

SELECT
		*
FROM 
		#BOM_TEMPLATE;

DROP TABLE #BOM_TEMPLATE;",,,,,,CD_Multi_Brand_BOM_Template(Succeeded),Succeeded,,,0.12:00:00,0,30,No,No,,Enabled,1,Yes,38,No,
PL_Process_BOM_Templates,10,10,Switch1→CASE[Nuun],1,CD_Nuun_BOM_Template,Copy,ExcelSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:ADLS_EXCEL_FILE | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,TRUNCATE TABLE [dr].[ERP_Nuun_BOM_Template],"-- PRE-COPY SCRIPT:
TRUNCATE TABLE [dr].[ERP_Nuun_BOM_Template]",,,,,,,,SINK:[PreCopyScript:Yes] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,
PL_Process_BOM_Templates,11,11,Switch1→CASE[ABOM Packaging Assumptions],1,CD_ABOM_Template,Copy,ExcelSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:ADLS_EXCEL_FILE | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,TRUNCATE TABLE [dr].[ERP_ABOM_BOM_Template],"-- PRE-COPY SCRIPT:
TRUNCATE TABLE [dr].[ERP_ABOM_BOM_Template]",,,,,,,,SINK:[PreCopyScript:Yes] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,
PL_Process_BOM_Templates,12,12,Switch1→CASE[ABOM Packaging Assumptions],1,delete from ABOM Template if Exists in SAP BOM,Script,SQL Script,AutoResolveIR,,,,,,,,"IF OBJECT_ID('tempdb..#BOM_Template') IS NOT NULL DROP TABLE #BOM_TEMPLATE;


SELECT
		*
INTO
		#BOM_TEMPLATE
FROM 
		[dr].[ERP_ABOM_BOM_Template];

TRUNCATE TABLE [dr].[ERP_ABOM_BOM_Template];

DELETE
		T 
FROM 
		#BOM_TEMPLATE T
WHERE EXISTS (
    SELECT 1
    FROM [dr].[BOM_CAA_Mapping] B
    WHERE B.MaterialKey = T.[SAP Material Number]
);

INSERT INTO [dr].[ERP_ABOM_BOM_Template]

SELECT
		*
FROM 
		#BOM_TEMPLATE;

DROP TABLE #BOM_TEMPLATE;",,,,,,CD_ABOM_Template(Succeeded),Succeeded,,,0.12:00:00,0,30,No,No,,Enabled,1,Yes,27,No,
PL_Process_BOM_Templates,13,13,Switch1→CASE[Partial BOM],1,CD_Partial,Copy,ExcelSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:ADLS_EXCEL_FILE | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,TRUNCATE TABLE [dr].[ERP_Partial_BOM_Template],"-- PRE-COPY SCRIPT:
TRUNCATE TABLE [dr].[ERP_Partial_BOM_Template]",,,,,,,,SINK:[PreCopyScript:Yes] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,
PL_VitaFlo,1,1,,0,LookupFilesToCopy,Lookup,Query,AutoResolveIR,,,,,,,,,,,,,,,,FirstRowOnly: False,,7.00:00:00,0,30,No,No,,Enabled,0,No,0,No,
PL_VitaFlo,2,2,,0,ForEachFile,ForEach,Loop,AutoResolveIR,,,,,,,,"DELETE FROM [dr].[ERP_Consolidated_POS] WHERE [Source] IN ('VitaFlo Direct Sales'); WITH VitaFlo_Solgar_TOTAL_US AS ( SELECT 'VitaFlo No UPC' AS Matched_UPC, 'VitaFlo No UPC' AS Source_UPC, [Month] AS ""Sale_Date"", 'VitaFlo No UPC' AS Source_UPC_Description, [Product Code] AS MaterialKey, [Product Description] AS MaterialDesc, SUM([Quantity]) AS Dollar_Sales, SUM([Total USD]) AS Unit_Sales, 'VitaFlo Direct Sales' AS ""Source"" FROM [dr].[ERP_VitaFlo] WHERE [Country]='USA' AND YEAR([Month])=(SELECT Reporting_Year FROM dr.ERP_Reporting_Year) GROUP BY [Month], [Product Code], [Product Description] ), VitaFlo_BY_STATE_POPULATION AS ( SELECT VF.[Sale_Date] ,ST.[State_Fullname] AS ""State"" ,VF.[Matched_UPC] ,VF.[Source_UPC] ,VF.[Source_UPC_Description] ,VF.[MaterialKey] ,VF.[MaterialDesc] ,(VF.[Dollar_Sales]*[US_Per_Population]) AS [Dollar_Sales] ,(VF.[Unit_Sales]*[US_Per_Population]) AS [Unit_Sales] ,VF.[Source] FROM VitaFlo_Solgar_TOTAL_US VF JOIN [dr].[ERP_State_Mapping] AS ST ON 1=1 AND ERP_Flag=1 AND [Type]='State' ) INSERT INTO [dr].[ERP_Consolidated_POS] SELECT pos.[Sale_Date], pos.[State], CONVERT(NVARCHAR(400), CASE WHEN pos.[Matched_UPC] = '' THEN NULL ELSE pos.[Matched_UPC] END) AS Matched_UPC, CONVERT(NVARCHAR(4000), pos.[Source_UPC_Description]) AS [Source_UPC_Description], CONVERT(NVARCHAR(4000), pos.[Source_UPC]) AS Source_UPC, pos.[MaterialKey], pos.[Source], pos.[Dollar_Sales], pos.[Unit_Sales], CONVERT(NVARCHAR(4000), CONCAT( B.[Bill Of Material], '-', B.[MaterialKey], '-', B.[Component], '-', B.[Alternative BOM], '-', b.state, '-', b.[valid from], '-', b.[Valid To], '-', REPLACE(B.[Change No.], ' ', ''), '-', REPLACE(B.[Change No. To], ' ', ''), '-', [Item ID] ) ) AS ""BOM KEY"" FROM VitaFlo_BY_STATE_POPULATION pos LEFT JOIN [dr].[BOM_CAA_Mapping] b ON pos.MaterialKey = b.MaterialKey AND pos.State = b.State AND b.[Valid To] >= pos.Sale_Date AND b.[valid from] <= pos.Sale_Date","DR.ERP_REPORTING_YEAR, VITAFLO_BY_STATE_POPULATION, VITAFLO_SOLGAR_TOTAL_US","Dollar_Sales, Matched_UPC, MaterialDesc, MaterialKey, Sale_Date, Source, Source_UPC, Source_UPC_Description, Unit_Sales",,,"Act:LookupFilesToCopy, Act:Web_GetFileLUD, Item, V:LUD","Time(Succeeded), Year(Succeeded), Month(Succeeded), LookupFilesToCopy(Succeeded), GetAuthToken(Succeeded)","Succeeded, Succeeded, Succeeded, Succeeded, Succeeded",Items:@activity('LookupFilesToCopy').output.value,,,0,30,No,No,,Enabled,2,Yes,105,No,
PL_VitaFlo,3,3,ForEachFile,1,Set LUD,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,Act:Web_GetFileLUD,Web_GetFileLUD(Succeeded),Succeeded,LUD = @activity('Web_GetFileLUD').output.TimeLastModified,,,0,30,No,No,,Enabled,1,Yes,25,No,
PL_VitaFlo,4,4,ForEachFile,1,Lookup_Old_LUD,Lookup,Query,AutoResolveIR,,,,,,,,,,,,,,,,FirstRowOnly: True,,7.00:00:00,0,30,No,No,,Enabled,0,No,0,No,
PL_VitaFlo,5,5,ForEachFile,1,If File has been Updated,IfCondition,Condition,AutoResolveIR,IN:DS_HTTP_SPO_BIDEV_BINARY | OUT:DS_ADLS_GEN2_MultiParam_BINARY | IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic | IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic | IN:ADLS_EXCEL_FILE | OUT:DS_ASA_Generic,,,,,,,"DELETE FROM [dr].[ERP_Consolidated_POS] WHERE [Source] IN ('VitaFlo Direct Sales'); WITH VitaFlo_Solgar_TOTAL_US AS ( SELECT 'VitaFlo No UPC' AS Matched_UPC, 'VitaFlo No UPC' AS Source_UPC, [Month] AS ""Sale_Date"", 'VitaFlo No UPC' AS Source_UPC_Description, [Product Code] AS MaterialKey, [Product Description] AS MaterialDesc, SUM([Quantity]) AS Dollar_Sales, SUM([Total USD]) AS Unit_Sales, 'VitaFlo Direct Sales' AS ""Source"" FROM [dr].[ERP_VitaFlo] WHERE [Country]='USA' AND YEAR([Month])=(SELECT Reporting_Year FROM dr.ERP_Reporting_Year) GROUP BY [Month], [Product Code], [Product Description] ), VitaFlo_BY_STATE_POPULATION AS ( SELECT VF.[Sale_Date] ,ST.[State_Fullname] AS ""State"" ,VF.[Matched_UPC] ,VF.[Source_UPC] ,VF.[Source_UPC_Description] ,VF.[MaterialKey] ,VF.[MaterialDesc] ,(VF.[Dollar_Sales]*[US_Per_Population]) AS [Dollar_Sales] ,(VF.[Unit_Sales]*[US_Per_Population]) AS [Unit_Sales] ,VF.[Source] FROM VitaFlo_Solgar_TOTAL_US VF JOIN [dr].[ERP_State_Mapping] AS ST ON 1=1 AND ERP_Flag=1 AND [Type]='State' ) INSERT INTO [dr].[ERP_Consolidated_POS] SELECT pos.[Sale_Date], pos.[State], CONVERT(NVARCHAR(400), CASE WHEN pos.[Matched_UPC] = '' THEN NULL ELSE pos.[Matched_UPC] END) AS Matched_UPC, CONVERT(NVARCHAR(4000), pos.[Source_UPC_Description]) AS [Source_UPC_Description], CONVERT(NVARCHAR(4000), pos.[Source_UPC]) AS Source_UPC, pos.[MaterialKey], pos.[Source], pos.[Dollar_Sales], pos.[Unit_Sales], CONVERT(NVARCHAR(4000), CONCAT( B.[Bill Of Material], '-', B.[MaterialKey], '-', B.[Component], '-', B.[Alternative BOM], '-', b.state, '-', b.[valid from], '-', b.[Valid To], '-', REPLACE(B.[Change No.], ' ', ''), '-', REPLACE(B.[Change No. To], ' ', ''), '-', [Item ID] ) ) AS ""BOM KEY"" FROM VitaFlo_BY_STATE_POPULATION pos LEFT JOIN [dr].[BOM_CAA_Mapping] b ON pos.MaterialKey = b.MaterialKey AND pos.State = b.State AND b.[Valid To] >= pos.Sale_Date AND b.[valid from] <= pos.Sale_Date","DR.ERP_REPORTING_YEAR, VITAFLO_BY_STATE_POPULATION, VITAFLO_SOLGAR_TOTAL_US","Dollar_Sales, Matched_UPC, MaterialDesc, MaterialKey, Sale_Date, Source, Source_UPC, Source_UPC_Description, Unit_Sales",,,"Item, V:LUD","Set LUD(Succeeded), Set OLD LUD(Succeeded)","Succeeded, Succeeded",,,,0,30,No,No,,Enabled,2,Yes,42,No,
PL_VitaFlo,6,6,If File has been Updated→TRUE,2,CD_Files,Copy,BinarySource→BinarySink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_HTTP_SPO_BIDEV_BINARY | OUT:DS_ADLS_GEN2_MultiParam_BINARY,,,,,,,,,,,,Item,,,,,7.00:00:00,0,30,No,No,,Enabled,0,No,0,No,
PL_VitaFlo,7,7,If File has been Updated→TRUE,2,CD_Archive_Files,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic,,,,,,,,,,,,Item,CD_VitaFlo_Synapse(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,7.00:00:00,0,30,No,No,,Enabled,2,Yes,29,No,
PL_VitaFlo,8,8,If File has been Updated→TRUE,2,CD_Update_WaterMark,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic,,,,,,,,,NewLUD→WaterMark,,,V:LUD,CD_Archive_Files(Succeeded),Succeeded,SRC:[AdditionalColumns:1] | TypeConversion:[AllowTruncation],,7.00:00:00,0,30,No,No,,Enabled,3,Yes,27,No,
PL_VitaFlo,9,9,If File has been Updated→TRUE,2,CD_VitaFlo_Synapse,Copy,ExcelSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:ADLS_EXCEL_FILE | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,,,,,,,,CD_Files(Succeeded),Succeeded,SINK:[TableOption:autoCreate] | TypeConversion:[AllowTruncation],TRUNCATE TABLE DR.ERP_VitaFlo,7.00:00:00,0,30,No,No,,Enabled,1,Yes,19,No,
PL_VitaFlo,10,10,If File has been Updated→TRUE,2,Populate POS Table with VitaFlo Direct Sales Data,Script,SQL Script,AutoResolveIR,,,,,,,,"DELETE 
FROM [dr].[ERP_Consolidated_POS]
WHERE [Source] IN ('VitaFlo Direct Sales');


WITH  VitaFlo_Solgar_TOTAL_US AS (

SELECT 
		'VitaFlo No UPC' AS Matched_UPC,
		'VitaFlo No UPC' AS Source_UPC,
		[Month] AS ""Sale_Date"",
		'VitaFlo No UPC' AS Source_UPC_Description,
		[Product Code] AS MaterialKey,
		[Product Description] AS MaterialDesc,
		SUM([Quantity])  AS Dollar_Sales,
		SUM([Total USD]) AS Unit_Sales,
		'VitaFlo Direct Sales' AS ""Source""
FROM
		[dr].[ERP_VitaFlo]
WHERE 
			[Country]='USA'
		AND	YEAR([Month])=(SELECT Reporting_Year FROM dr.ERP_Reporting_Year)
GROUP BY
		[Month],
		[Product Code],
		[Product Description]

),

VitaFlo_BY_STATE_POPULATION AS (
SELECT 
		 VF.[Sale_Date]
		,ST.[State_Fullname] AS ""State""
		,VF.[Matched_UPC] 
		,VF.[Source_UPC]
		,VF.[Source_UPC_Description]
		,VF.[MaterialKey]
		,VF.[MaterialDesc]
		,(VF.[Dollar_Sales]*[US_Per_Population]) AS [Dollar_Sales]
		,(VF.[Unit_Sales]*[US_Per_Population]) AS [Unit_Sales]
		,VF.[Source]
FROM
	VitaFlo_Solgar_TOTAL_US VF

JOIN
	[dr].[ERP_State_Mapping] AS ST ON 1=1 AND ERP_Flag=1 AND [Type]='State'
)

INSERT INTO [dr].[ERP_Consolidated_POS]

SELECT 
    pos.[Sale_Date],
    pos.[State],
    CONVERT(NVARCHAR(400), CASE WHEN pos.[Matched_UPC] = '' THEN NULL ELSE pos.[Matched_UPC] END) AS Matched_UPC,
    CONVERT(NVARCHAR(4000), pos.[Source_UPC_Description]) AS [Source_UPC_Description],
    CONVERT(NVARCHAR(4000), pos.[Source_UPC]) AS Source_UPC,
    pos.[MaterialKey],
    pos.[Source],
    pos.[Dollar_Sales],
    pos.[Unit_Sales],
    CONVERT(NVARCHAR(4000), CONCAT(
									B.[Bill Of Material], '-', 
									B.[MaterialKey], '-', 
									B.[Component], '-', 
									B.[Alternative BOM], '-', 
									b.state, '-', 
									b.[valid from], '-', 
									b.[Valid To], '-', 
									REPLACE(B.[Change No.], ' ', ''), '-',
									REPLACE(B.[Change No. To], ' ', ''), '-',
									[Item ID]
									)
			) AS ""BOM KEY""
FROM 

    VitaFlo_BY_STATE_POPULATION pos

LEFT JOIN 
			[dr].[BOM_CAA_Mapping] b ON pos.MaterialKey = b.MaterialKey 
										AND pos.State = b.State 
										AND b.[Valid To] >= pos.Sale_Date 
										AND b.[valid from] <= pos.Sale_Date",,,,,,CD_VitaFlo_Synapse(Succeeded),Succeeded,,,0.12:00:00,0,30,No,No,,Enabled,2,Yes,29,No,
PL_VitaFlo,11,11,If File has been Updated→TRUE,2,Populate POS Table with Vital Flo POS Data,Script,SQL Script,AutoResolveIR,,,,,,,,Pending logic for POS split,,,,,,Populate POS Table with VitaFlo Direct Sales Data(Succeeded),Succeeded,,,0.12:00:00,0,30,No,No,,Inactive,3,Yes,60,No,
PL_VitaFlo,12,12,ForEachFile,1,Set OLD LUD,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Lookup_Old_LUD(Succeeded),Succeeded,"Old_LUD = @formatDateTime(activity('Lookup_Old_LUD').output.firstRow.WaterMark,'yyyy-MM-ddTHH:mm:ssZ')",Time is already in EST so no conversion is needed,,0,30,No,No,,Enabled,1,Yes,25,No,
PL_VitaFlo,13,13,ForEachFile,1,Web_GetFileLUD,WebActivity,Web GET,AutoResolveIR,,,,,,,,,,,,,,,,URL: @concat('https://nestle.sharepoint.com/teams/NHScBIDevelopment/_api/web/GetFileByServerRelativeUrl(',,0.12:00:00,0,30,Yes,No,,Enabled,0,No,0,No,
PL_VitaFlo,14,14,,0,Time,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,"Time = @formatDateTime(convertFromUtc(utcnow(),'Eastern Standard Time'),'yyyy_MM_dd_HH_mm_ss')",,,0,30,No,No,,Enabled,0,No,0,No,
PL_VitaFlo,15,15,,0,Month,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,"Month = @formatDateTime(convertFromUtc(utcnow(),'Eastern Standard Time'),'MMMM')",,,0,30,No,No,,Enabled,0,No,0,No,
PL_VitaFlo,16,16,,0,Year,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,"Year = @formatDateTime(convertFromUtc(utcnow(),'Eastern Standard Time'),'yyyy')",,,0,30,No,No,,Enabled,0,No,0,No,
PL_VitaFlo,17,17,,0,GetAuthToken,WebActivity,Web POST,AutoResolveIR,,,,,,,,,,,,,Act:GetClientSecret,GetClientSecret(Succeeded),Succeeded,URL: https://accounts.accesscontrol.windows.net/12a3af23-a769-4654-847f-958f3d479f4a/tokens/OAuth/2,,0.12:00:00,0,30,Yes,Yes,,Enabled,1,Yes,26,No,
PL_VitaFlo,18,18,,0,GetClientSecret,WebActivity,Web GET,AutoResolveIR,,,,,,,,,,,,,,,,"URL: @concat(pipeline().globalParameters.KeyVault_Environment_URL,'/secrets/ADF-LS-SHAREPOINT-TOKEN?api-v",Get share point token details from Azure Key Vault,0.12:00:00,0,30,No,Yes,,Enabled,0,No,0,No,
pl_BOM_Template,1,1,,0,LookupFilesToCopy,Lookup,Query,AutoResolveIR,,,,,,,,,,,,,,,,FirstRowOnly: False,,7.00:00:00,0,30,No,No,,Enabled,0,No,0,No,
pl_BOM_Template,2,2,,0,Time,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,"Time = @formatDateTime(convertFromUtc(utcnow(),'Eastern Standard Time'),'yyyy_MM_dd_HH_mm_ss')",,,0,30,No,No,,Enabled,0,No,0,No,
pl_BOM_Template,3,3,,0,Month,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,"Month = @formatDateTime(convertFromUtc(utcnow(),'Eastern Standard Time'),'MMMM')",,,0,30,No,No,,Enabled,0,No,0,No,
pl_BOM_Template,4,4,,0,Year,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,"Year = @formatDateTime(convertFromUtc(utcnow(),'Eastern Standard Time'),'yyyy')",,,0,30,No,No,,Enabled,0,No,0,No,
pl_BOM_Template,5,5,,0,GetAuthToken,WebActivity,Web POST,AutoResolveIR,,,,,,,,,,,,,Act:GetClientSecret,GetClientSecret(Succeeded),Succeeded,URL: https://accounts.accesscontrol.windows.net/12a3af23-a769-4654-847f-958f3d479f4a/tokens/OAuth/2,,0.12:00:00,0,30,Yes,Yes,,Enabled,1,Yes,26,No,
pl_BOM_Template,6,6,,0,GetClientSecret,WebActivity,Web GET,AutoResolveIR,,,,,,,,,,,,,,,,"URL: @concat(pipeline().globalParameters.KeyVault_Environment_URL,'/secrets/ADF-LS-SHAREPOINT-TOKEN?api-v",Get share point token details from Azure Key Vault,0.12:00:00,0,30,No,Yes,,Enabled,0,No,0,No,
pl_BOM_Template,7,7,,0,ForEachFile,ForEach,Loop,AutoResolveIR,,,,,,,,,,,,,"Act:LookupFilesToCopy, Act:Web_GetFileLUD, Item, V:LUD","GetAuthToken(Succeeded), LookupFilesToCopy(Succeeded), Time(Succeeded), Month(Succeeded), Year(Succeeded)","Succeeded, Succeeded, Succeeded, Succeeded, Succeeded",Items:@activity('LookupFilesToCopy').output.value,,,0,30,No,No,,Enabled,2,Yes,105,No,
pl_BOM_Template,8,8,ForEachFile,1,Set LUD,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,Act:Web_GetFileLUD,Web_GetFileLUD(Succeeded),Succeeded,LUD = @activity('Web_GetFileLUD').output.TimeLastModified,,,0,30,No,No,,Enabled,1,Yes,25,No,
pl_BOM_Template,9,9,ForEachFile,1,Lookup_Old_LUD,Lookup,Query,AutoResolveIR,,,,,,,,,,,,,,,,FirstRowOnly: True,,7.00:00:00,0,30,No,No,,Enabled,0,No,0,No,
pl_BOM_Template,10,10,ForEachFile,1,If File has been Updated,IfCondition,Condition,AutoResolveIR,IN:DS_HTTP_SPO_BIDEV_BINARY | OUT:DS_ADLS_GEN2_MultiParam_BINARY | IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic | IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic,,,,,,,,,,,,"Item, V:LUD","Set LUD(Succeeded), Set OLD LUD(Succeeded)","Succeeded, Succeeded",,,,0,30,No,No,,Enabled,2,Yes,42,No,
pl_BOM_Template,11,11,If File has been Updated→TRUE,2,CD_Files,Copy,BinarySource→BinarySink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_HTTP_SPO_BIDEV_BINARY | OUT:DS_ADLS_GEN2_MultiParam_BINARY,,,,,,,,,,,,Item,,,,,7.00:00:00,0,30,No,No,,Enabled,0,No,0,No,
pl_BOM_Template,12,12,If File has been Updated→TRUE,2,CD_Archive_Files,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic,,,,,,,,,,,,Item,CD_Files(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,7.00:00:00,0,30,No,No,,Enabled,1,Yes,19,No,
pl_BOM_Template,13,13,If File has been Updated→TRUE,2,CD_Update_WaterMark,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_Generic | OUT:DS_ADLS_Generic,,,,,,,,,NewLUD→WaterMark,,,V:LUD,PL_Process_BOM_Templates(Succeeded),Succeeded,SRC:[AdditionalColumns:1] | TypeConversion:[AllowTruncation],,7.00:00:00,0,30,No,No,,Enabled,2,Yes,35,No,
pl_BOM_Template,14,14,If File has been Updated→TRUE,2,PL_Process_BOM_Templates,ExecutePipeline,Execute: PL_Process_BOM_Templates,AutoResolveIR,,,PL_Process_BOM_Templates,,,,,,,,,,,CD_Files(Succeeded),Succeeded,"WaitOnCompletion: True | Params: Process_File=@replace(item().File,item().Fi",,,0,30,No,No,,Enabled,1,Yes,19,No,
pl_BOM_Template,15,15,ForEachFile,1,Set OLD LUD,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Lookup_Old_LUD(Succeeded),Succeeded,"Old_LUD = @formatDateTime(activity('Lookup_Old_LUD').output.firstRow.WaterMark,'yyyy-MM-ddTHH:mm:ssZ')",Time is already in EST so no conversion is needed,,0,30,No,No,,Enabled,1,Yes,25,No,
pl_BOM_Template,16,16,ForEachFile,1,Web_GetFileLUD,WebActivity,Web GET,AutoResolveIR,,,,,,,,,,,,,,,,URL: @concat('https://nestle.sharepoint.com/teams/NHScBIDevelopment/_api/web/GetFileByServerRelativeUrl(',,0.12:00:00,0,30,Yes,No,,Enabled,0,No,0,No,
pl_SegmentData,1,1,,0,cd_sample_request_completed,Copy,SqlDWSource→JsonSink,AutoResolveIR,IN:DS_ASA_SEGMENT_DB | OUT:DS_ADLS_JSON_Generic,,,@dataset:p_schema.@dataset:p_table,,"SELECT [address] ,[address_address_line_1] ,[address_address_line_2] ,[address_city] ,[address_facility_name] ,[address_state] ,[address_zip] ,[anonymous_id] ,[campaign] ,[context_library_consumer] ,[context_library_name] ,[context_library_version] ,[context_protocols_source_id] ,[context_protocols_violations] ,[event] ,[event_text] ,[id] ,C.[order_number] ,[original_timestamp] ,[received_at] ,[samples] ,[samples_sample_campaign_name] ,[samples_sample_request_type] ,[samples_therapeutic_area] ,[sent_at] ,[timestamp] ,[user_id] ,[uuid_ts] ,[order_type] ,(SELECT CASE WHEN EXISTS (SELECT 1 FROM [nestle_medical_hub_serverside_production].[sample_request_approved] WHERE [order_number] = C.Order_Number) THEN 1 ELSE 0 END) AS Is_Approved ,(SELECT CASE WHEN EXISTS (SELECT 1 FROM [nestle_medical_hub_serverside_production].[sample_order_shipped] WHERE [order_number] = C.Order_Number) THEN 1 ELSE 0 END) AS Is_Shipped--SELECT COUNT(1) FROM [nestle_medical_hub_serverside_production].[sample_request_completed] C",,"SELECT [address] ,[address_address_line_1] ,[address_address_line_2] ,[address_city] ,[address_facility_name] ,[address_state] ,[address_zip] ,[anonymous_id] ,[campaign] ,[context_library_consumer] ,[context_library_name] ,[context_library_version] ,[context_protocols_source_id] ,[context_protocols_violations] ,[event] ,[event_text] ,[id] ,C.[order_number] ,[original_timestamp] ,[received_at] ,[samples] ,[samples_sample_campaign_name] ,[samples_sample_request_type] ,[samples_therapeutic_area] ,[sent_at] ,[timestamp] ,[user_id] ,[uuid_ts] ,[order_type] ,(SELECT CASE WHEN EXISTS (SELECT 1 FROM [nestle_medical_hub_serverside_production].[sample_request_approved] WHERE [order_number] = C.Order_Number) THEN 1 ELSE 0 END) AS Is_Approved ,(SELECT CASE WHEN EXISTS (SELECT 1 FROM [nestle_medical_hub_serverside_production].[sample_order_shipped] WHERE [order_number] = C.Order_Number) THEN 1 ELSE 0 END) AS Is_Shipped--SELECT COUNT(1) FROM [nestle_medical_hub_serverside_production].[sample_request_completed] C",,"(SELECT CASE WHEN EXISTS (SELECT 1, address, address_address_line_1, address_address_line_2, address_city, address_facility_name, address_state, address_zip, anonymous_id, campaign, context_library_consumer, context_library_name, context_library_version, context_protocols_source_id, context_protocols_violations, event, event_text, id, order_number, order_type, original_timestamp, received_at, samples, samples_sample_campaign_name, samples_sample_request_type, samples_therapeutic_area, sent_at, timestamp, user_id, uuid_ts",,,,,,SRC:[QueryTimeout:02:00:00],,0.12:00:00,0,30,No,No,,Enabled,0,No,0,No,TR_PRD_0430AM
pl_SegmentData,2,2,,0,df_segmentdata,ExecuteDataFlow,DataFlow: df_segmentdata,nsus-dv-nhscbi-dh-usea-azir,,df_segmentdata,,,,,,,,,,folderPath:inbound/Staging,,"cd_sample_request_completed(Succeeded), cd_sample_request_Rejected(Succeeded), cd_sample_request_Shipped(Succeeded), cd_sample_request_Approved(Succeeded)","Succeeded, Succeeded, Succeeded, Succeeded",,,0.12:00:00,6,600,No,No,,Enabled,1,Yes,154,No,TR_PRD_0430AM
pl_SegmentData,3,3,,0,cd_Segment_MedicalHub_users,Copy,SqlDWSource→SqlDWSink,AutoResolveIR,IN:DS_ASA_SEGMENT_DB | OUT:DS_ASA_Generic,,,@dataset:p_schema.@dataset:p_table,@dataset:p_Schema.@dataset:p_Table,,truncate table dr.Segment_MedicalHub_users,"-- PRE-COPY SCRIPT:
truncate table dr.Segment_MedicalHub_users",,,,,,,,Staging:LS_ADLS | SRC:[QueryTimeout:02:00:00] | SINK:[PreCopyScript:Yes],,0.12:00:00,6,600,No,No,,Enabled,0,No,0,No,TR_PRD_0430AM
